temp_c,heat_hours,rain_mm_h,aqi,traffic_speed_ratio,traffic_confidence,trigger_any
30.12901519731481,1.3449037384686653,1.5784725069536176,431.4306276797522,0.3293312993426855,0.8741940294008336,1
47.096287688581,5.72534963171665,1.123424572740532,74.48537581568992,0.8029008372369666,0.9492122386893803,1
31.811880392645666,1.863964648051517,1.5649267975381451,173.588565721174,0.7434764814116115,0.9383315550221555,0
48.10343098969869,3.888289066544355,0.8143970717557649,119.29727370358763,0.9881655708039966,0.24033204884171872,1
32.95119583519789,4.421409757892038,1.39364636481114,170.12462664258834,0.7774054146468978,0.3343767751642397,1
41.46319314346535,2.6913517659273407,3.087544373320602,426.7003098309196,0.4021142595823285,0.7348911734684987,1
41.39106319272064,1.2914420389309513,0.4652607052100489,79.43312290610649,0.8405013588281389,0.5996638593827901,0
33.05041097307577,0.7620400633186268,0.2871668256206164,258.03967137705723,0.5628838357779999,0.8938677362948225,1
34.571414087843266,4.8427309702392325,0.022047508317438458,107.09422376321875,0.32794107464025596,0.5941680512989502,1
28.56532004250875,3.026274136243521,0.0,327.16607160777824,0.8174857811974893,0.5238941457172128,1
31.079483953317304,1.4648353695840894,0.16107430910898113,175.9303898207854,0.9920272262235741,0.9063226185381741,0
31.1015494434539,1.0917044181636413,4.3416499228214125,334.65205265626435,0.8495873704616496,0.8846700795128973,1
44.273034017322715,0.6933287482855884,1.8598782173880746,294.07969469756966,0.375515274800818,0.601184097334815,1
43.110280869157414,0.29548047605262306,3.945256047002111,329.95316555493406,0.5744609002813986,0.0,1
37.50931341925094,1.831561940943109,0.07803756362891712,179.72408877776513,0.8860688441859489,0.7337931625653991,0
31.684656832845306,1.1337719269118565,2.932998237170722,374.3899590260701,0.24711868943213589,0.5593833496530004,1
38.884334122627955,3.22553007424005,0.9301205919211337,423.3181616043522,0.7487984653678004,0.7124630517902589,1
40.64150012848241,2.0470531748181418,1.2035849516898807,128.40321633735783,0.7528349645355483,0.14349247038254737,0
43.29491830292354,1.1502252951652672,0.0,181.79574410858774,0.2888900763530385,0.845065863074088,1
