month,hist_events_4w,forecast_risk,aqi_risk,social_risk,avg_daily_deliveries,weekly_premium_inr
11,6.0,0.4085780468959439,0.6712764398047977,0.6274678298535875,103.20864735198334,95.1499477064313
6,6.0,0.054887316987647816,0.11987990892861256,0.7023094660641395,19.627936187492185,78.80492914223125
9,1.0,0.1063713129968541,0.1253895792597447,0.7778102930891343,33.33047782863165,49.0
5,4.0,0.4954120798543812,0.20252996365947296,0.12433075952154748,119.21178154629028,87.10899781329033
10,1.0,0.9747610633254469,0.7233167299890321,0.707152924720386,100.93312852464989,76.02610581689437
8,3.0,0.3405552092638441,0.7507293046190506,0.6121549969272,70.67593905508373,69.20836334044178
4,2.0,0.6768242305758889,0.11411005569427657,0.8033008847736638,67.6243894977421,67.76434532661119
4,2.0,0.2333405524764529,0.1817156098820918,0.416301319152799,69.07228842362396,68.22485451255814
9,4.0,0.30934621141449137,0.8260132933192073,0.7056394327700938,69.27070128653307,60.44364877061645
9,2.0,0.17181709580504456,0.20838615965831975,0.633148045387212,15.005690210379896,49.0
1,4.0,0.9216082028793229,0.5883766696200419,0.11716366739443818,27.71496809427065,71.1796269841429
3,3.0,0.6985213791039842,0.5708018132433301,0.13846459879635364,46.46268579532355,67.26695787898929
3,2.0,0.0763593569640022,0.4938296839661309,0.5914606358570562,68.37997315310697,52.46876638143516
6,2.0,0.42599792169815676,0.31715723868646417,0.7805361850878018,26.35710975194556,74.90154189785677
7,2.0,0.8980380756532379,0.8857166514824527,0.31344714858392253,97.56671594550542,90.042067207528
7,3.0,0.37155245065059817,0.9090620325995601,0.44886594825063764,38.47859674186492,71.41049908709175
10,4.0,0.621950888864911,0.7907848716977064,0.6198972370362903,94.44425528338635,77.88757633117389
11,4.0,0.4176469989256295,0.7770426958237875,0.8528169223235041,37.45671281176727,86.00292707380044
1,4.0,0.995522838028248,0.3499926589208997,0.09385591132581006,108.23563423094173,98.62828259717368
1,5.0,0.5670291970232313,0.8026113287245982,0.08829229529406257,68.26449245248608,87.94127620156091
8,2.0,0.46398966053386814,0.4993752927035886,0.1985654143045532,94.59562901896278,73.69970340533578
10,3.0,0.6469358676781205,0.47264777335938946,0.17125294997656293,37.168688446759596,57.048412511057194
3,9.0,0.16325064945998125,0.6455485264163483,0.9976779484065844,84.1749780092439,68.88485616919127
7,2.0,0.4158707164671376,0.45756474843012307,0.015408156565382636,99.03743780165118,85.13411348298109
3,4.0,0.6234755511413721,0.2532512172765622,0.4615017624552037,53.48498752504904,63.81538612891168
9,2.0,0.020470147196415045,0.0662862875469552,0.8049242405728955,28.908512136961452,52.1514019972211
11,4.0,0.4101117670602742,0.23738209701251967,0.3700110688895011,81.78477360200552,91.77587188245057
6,1.0,0.9810627348420401,0.8346992440355415,0.2656723331565566,66.79371351659061,87.34996128165115
8,1.0,0.07006958377744454,0.47801210470667377,0.22149907160502436,16.407102523063948,54.02532728849693
2,2.0,0.8189679791937098,0.1650452005438552,0.48122315552090045,114.1727593564777,84.13648335339845
1,0.0,0.8826970223965386,0.9619572885569173,0.5996716802231445,85.22285811556307,83.93256966360703
1,5.0,0.5540456359302236,0.6319223136149921,0.32487670520988565,81.55431643641604,89.65703884441565
2,2.0,0.26187952360411604,0.30314872929811953,0.6299763711501789,44.37430431851482,60.94647922284787
4,4.0,0.6520209784347933,0.0789092211691389,0.4758468344756239,20.50841367724555,61.66097953681742
6,1.0,0.21063792374154044,0.20811510988568782,0.7855339497702474,49.24564083902626,79.94731281678658
6,1.0,0.48066548232494344,0.8360450201938153,0.28176027934865067,107.28866945640232,102.29855986217801
7,2.0,0.6135362053550204,0.16897270067217307,0.4194874527708291,69.05826889733646,83.46161509946258
8,0.0,0.7049467766302164,0.534888197323865,0.07564084327596399,107.20893563242878,61.57627942877406
3,8.0,0.4483700802578906,0.05992648535793377,0.3818860175745703,26.95454853405518,63.31409782632906
2,2.0,0.6863612204633484,0.07805476861579208,0.4873319609970478,20.48204388784144,52.37664208884505
2,3.0,0.9905402497056086,0.786797516103159,0.737210313420984,92.79566174886405,75.02773329231104
5,1.0,0.7529107768282564,0.8096752316752778,0.0027737832676740792,28.72560478696924,72.39602270675282
8,1.0,0.8483040874277858,0.4009787402728343,0.558071621476734,80.90309030489921,68.35013497316527
10,5.0,0.07473157483657278,0.039849037417751365,0.04611399685107764,99.49070486246367,75.0956452418429
11,2.0,0.4796473779532531,0.7669507988340412,0.11475459606301375,90.48857215162617,80.81633500663902
11,3.0,0.6551347487258791,0.038023249122647984,0.6624025200095374,88.46448048903343,83.32487211354884
6,4.0,0.4050437036473974,0.35596143325052165,0.7692163128014202,89.34447458243702,94.34707687035758
8,2.0,0.14980946213878032,0.9295378337212562,0.5085045406921994,48.018840661058874,63.43431604602559
0,1.0,0.8129456727908763,0.30057730213485445,0.5459764245126366,102.53699335668838,93.97056940149253
2,2.0,0.4382355909629012,0.9298328680533795,0.6429818861599954,81.88413038604013,67.60193089769919
4,4.0,0.4290808823359048,0.7234673944682579,0.7171767621428773,43.36380620648519,70.0317110054157
8,6.0,0.41519020349067615,0.7546095848303428,0.522991301449535,94.82992756767982,80.65976750616262
