lat1,lng1,lat2,lng2,elapsed_minutes,distance_obs_km,implied_speed_kmh_obs,impossible_travel
17.398563566401577,78.47498941237296,17.175849159037167,78.60424780218229,75.85070726097064,28.31303994035597,22.396394941665562,0
28.602782730841955,77.20186617231883,29.109837684137233,76.26919806914373,28.793850411590363,106.90658486165671,222.76961920721175,1
18.505885609548958,73.82534168224109,18.50248886255149,73.83155678899506,84.97237683404651,0.756408622472483,0.5341090721398348,0
12.94816004483251,77.63286341494492,12.610474954110837,78.61580838605272,17.613793728828686,113.01117822924635,384.9636709811575,1
28.630755291640163,77.19104829226876,28.308709475100304,78.66456471041639,26.26922457322892,148.41690715235646,338.9903803333626,1
12.984411633661313,77.58225697552244,11.355466494019385,76.74849955350254,16.377232948874898,202.5356450215385,742.0141570452017,1
12.949207495529931,77.58373606596872,13.126270012401438,77.24352228449578,3.1179152348875743,41.78413379182197,804.0783147203543,0
18.535592797919712,73.85841485311833,18.340278497415497,74.00573226031739,61.318652210962945,26.705111089359654,26.13082002926197,0
18.527555284702245,73.83766787844239,18.824369026460076,73.68299666402734,46.23591902919436,36.80677714731974,47.76387439048737,0
18.498943563050023,73.86537139280719,18.461535589011262,74.26563644969954,65.99263397964353,42.41676612759441,38.56500057931787,0
22.563291897109586,88.34906334224512,21.97709178580631,87.57824486393692,16.344810625899594,102.66425842206976,376.86918779979175,1
19.076708129486146,72.87596819133417,19.035021179955205,72.85460995053458,39.874528927539004,5.150318027214068,7.749786391066872,0
22.570776292529203,88.34849664679992,22.511778108754033,88.52871991981729,84.42448538366801,19.63716263477853,13.956019426499711,0
12.943184034184938,77.60596719519768,13.291042527640034,77.44597345223167,45.29723529722969,42.383368700790435,56.14033848557977,0
13.088266564212157,80.24463599060263,12.479133196942284,80.32716837135727,21.161975996753597,68.32125047741962,193.70946405354758,1
22.575344229314062,88.39833026217039,22.395055878671304,88.75284998765444,87.68966145590944,41.576326000670576,28.44781834737171,0
19.051991973634703,72.87337336483998,19.07499725539172,72.88612600985472,9.178490179418944,2.887909982817364,18.87833353655244,0
12.967639493181977,77.60522703423331,13.64133447123963,78.52655308689202,7.8958402160074,124.70410475360384,947.6187562721086,1
13.097963000315033,80.24657376155774,13.431587433292226,80.35558098299498,84.19774989454353,38.92810452413976,27.74048325963341,0
12.943565375831762,77.58539099273852,12.751296805986312,77.65496986327433,2.2772134433497957,22.670967839880806,597.3344634712414,0
13.07344875456362,80.29690537478486,13.829896857681467,81.61436052739157,16.0722199469552,165.45058383739152,617.651765780129,1
18.54436569516247,73.85745799353488,18.837535346503778,71.95043550387486,15.875006441213388,203.49466843150364,769.1133953931791,1
22.57685165637091,88.388844310054,22.172615172636576,87.45691772446051,6.244258259811596,105.84215016574117,1017.0189549680928,1
17.43532873830743,78.50363893501711,17.509899076740876,78.53261709489398,44.831384857583615,8.84315500359938,11.835219944721583,0
12.974418277607484,77.59312966568748,12.871853530769085,77.52673350807422,24.98641136166152,13.485098182009917,32.381836639496996,0
22.58807674438177,88.38317386792242,21.95918748653359,87.85695851394529,15.159555689517019,88.44153585542703,350.04272288765776,1
28.595246339537937,77.21490675266854,28.59154120282208,77.23142337128985,35.88941890896837,1.66437101544641,2.782498685199668,0
28.61900136146998,77.17757666426162,29.2652184421827,76.53174214577096,22.63811515477377,95.4602300454252,253.00753899194262,1
17.39362265235299,78.50349218045517,18.361411533934444,77.92165250774055,27.316121887889835,123.98307082205953,272.32944265860544,1
13.00229985034045,77.59671408783205,12.66559165747911,77.45873650374587,81.95709675405595,40.31806502184868,29.51646650649815,0
13.05426228158913,80.25987079468696,13.051532798851742,80.21291372147908,58.159202045495995,5.0955247484737045,5.256803294330943,0
18.509887519484156,73.84796452498793,18.326528033969442,73.90254350456219,63.30267716943461,21.18612038031582,20.08078140860567,0
17.39045114640974,78.51264993899176,17.74294806195717,78.51781343168214,4.803996022867726,39.199690602427815,489.58854773190734,0
28.593683181204202,77.2196000020296,28.069072933658216,78.71635366337664,22.36203037695497,157.68112106750493,423.0772923821857,1
22.589009071476852,88.35278163875225,22.740812872175173,89.44780255725004,26.971440354076844,113.61827957258993,252.75241829363273,1
22.581538474442198,88.34703899720301,22.56969141407886,88.39119266836269,84.88787474722334,4.720972160750831,3.3368526481376564,0
13.122502782212646,80.2928171819848,12.678598695021297,81.00324072317802,5.749327904388012,91.46366483855407,954.5150288131628,1
22.557660876520572,88.34578339508478,24.24292387974064,88.16198615915339,12.67482525511489,188.3289291098753,891.5101801527829,1
22.540524353382903,88.36605312229572,20.82947668066234,89.55808727606497,26.046620650279333,226.64361283941363,522.087565713404,1
13.089162436020965,80.26383012206438,12.823370183899826,80.04502711548946,41.279568827445054,37.89016175256812,55.07348477057232,0
12.97089471470512,77.59833393029113,12.780043754179841,78.26939673020811,22.562173358633565,75.77491832033984,201.50962528973938,1
12.994425112496705,77.54820095978019,10.983073037609287,77.48606064944114,17.34670252207259,223.75424248390527,773.936979201178,1
17.343796368679712,78.48489271117865,17.330150051990216,78.11676574723874,48.91941391105667,39.10361893323704,47.96085947104805,0
22.576491236672958,88.39090106235327,22.95871153542918,87.92097094739975,25.332839684829292,64.24837638342723,152.17017243093213,1
13.047347126985477,80.300189360812,13.028660710426609,80.27037601660638,2.773760212671424,3.840301768196422,83.07066524321812,0
28.61245265000151,77.25125371368937,28.578641605708096,77.38371564769194,31.33786957065631,13.467841787472436,25.78575117962056,0
12.963873003913582,77.57286667306583,12.94909077354293,78.1870013714487,15.236072670763333,66.57035673387779,262.15557580643616,1
13.095042172153757,80.24852448393948,13.22617560997474,80.3663351880798,5.144801268512625,19.373412442501593,225.93773517828217,0
17.39966495834457,78.46794147503947,17.084623287074432,78.64944156600805,14.550504412334217,39.98368460579806,164.87545780985258,0
18.529785400735747,73.86033506295762,18.887623243364395,73.84970004999299,23.154371721985363,39.805514431479175,103.14816115787761,0
